,question,answer
6647,نوعی مکتب ادبی,رمانتیسم
6652,کنایه از دگرگون بودن اوضاع,قمر در عقرب
6654,حرف هشتم لاتین,اچ
6656,پاکي و درستي,آشا
6657,کشوری آسیایی به پایتختی سیول,کره جنوبی
6658,خوش اندام,شکیل
6659,کثیف بودن هوا,آلودگی
6660,نفاق,دورویی
6664,به روايت واداشتن,آروا
6666,استان حومه ‌تهران,قم
6667,زیرک,داهی
6668,کسی که عهد و پیمان را به‌سر نبرد و دوستی را به آخر نرساند,بی‌وفا
6669,الهه تجارت و سفر یونان باستان,هرمس
6673,سرای نیکوکاران,بهشت
6674,پزشکی در زمان‌ضحاک,شیداب
6679,زادگاه حضرت ابراهیم (ع),اور
6680,سرنوشت,قدر
6682,با هم مجادله کردن,مناقشه
6683,غذای‌ محلی استان‌ همدان,آش اماج
6684,نرده چوبی,تارم
6685,قهرمان جنگلهای شروود,رابین هود
6690,پایتخت و بزرگترین شهر اتیوپی,آدیس آبابا
6695,بنکدار,عمده فروش
6696,زعفران,رادن
6697,ولايتي در افغانستان,بامیان
6698,گیاه علفی یکساله‌,تاتوره
6699,اثری از جمشید طاهری,درد محبت
6700,تظاهر به نیکی,ریا
6702,از الحان باربد,کین ایرج
6703,پیشین,سابق
6704,بارش به منزل نرسد,کج
6709,زوج,جفت
6712,کشیدنی بر چشم,سرمه
6714,یکی از حالات سه‌گانه ماده,جامد
6715,تخمین و بازدید,ورانداز
6716,بخشش,هبه
6718,از توابع جلفا در  استان آذربایجان شرقی,هادیشهر
6720,شهري بندري در کنار رود راين آلمان,کارلسروهه
6721,سرپرست قوه مجریه,رئیس جمهور
6723,خردمند و فاضل,دانا
6724,ژنرال جنگهای انفصال,لی
6725,جهادکننده در راه خدا,مجاهد
6726,شکوه و عظمت,ابهت
6728,واقعیت,حقیقت
6733,کشوری در آسیای میانه,تاجیکستان
6735,دیباچه نشریه,سرمقاله
6736,غیرمسطح,ناهموار
6741,عریان,برهنه
6742,دومین شهر بزرگ فلات تبت,لهاسا
6743,سرشت و نهاد,طینت
6744,ریختن آب,صب
6747,بیعانه,ربون
6750,امر به نرفتن,نرو
6754,آوازی در دستگاه شور,بیات ترک
6755,گرماسنج,ترمومتر
6756,از گیاهان طبی که عصاره آن برای تسکین دردهای قلب و اعصاب مفید است,سنبل الطیب
6757,توبه کردن,انابت
6760,از لبنیات,سرشیر
6762,عابد و عارف,ربانی
6764,سلاح سرد قدیمی,قمه
6765,غذاخوری عمومی,رستوران
6767,شهری در آمریکا,اوماها
6768,بعد از نوه و نتیجه,نبیره
6770,زبان کهن دنیا,لاتین
6771,واقع شدن امری,صدور
6773,پایتخت زیمبابوه,هراره
6774,از بازیگران سریال پادری,بهنام تشکر
6775,یک صداپیشه، اَنیماتور و فیلم‌نامه‌نویس اهل ایالات متحده آمریکا بود.,باب اوگل
6776,بعد از مرگ سهراب چه سود؟,نوش‌دارو
6777,از محصولات لاهیجان,چای
6778,سخن ناگفتنی,راز
6779,کندزبان,اخرس
6782,آخری,پسین
6784,روز نخست هفته,شنبه
6791,مجرم,گناهکار
6792,سند قدیمی,بنچاق
6793,فیلسوف ایده آلیست آلمانی,شلینگ
6794,پایان ها,اواخر
6795,درخت انار,ناربن
6796,بشارت دهنده,بشیر
6800,لشکری,سپاهی
6804,جانور حمام!,سوسک
6807,شهر مهم سوییس,لوزان
6808,لاشه جانور,مردار
6809,خوردنی ها,اغذیه
6810,درخشان و روشن,تابان
6812,مجبور شده,وادار
6814,سکه مسی زمان ساسانیان,پشیز
6815,سخنان بیهوده و پریشان,خرافات
6816,آیه های قرآن,آیات
6818,مسرور و خوشحال,شاد
6819,ساختمان مرتفع,برج
6820,جملگی,همه
6821,سپیده دم,پگاه
6822,با فرهنگ,ادیب
6823,حرف استثناء,الا
6825,برکنار کردن,خلع
6826,رب النوع مصری,را
6827,لوله مندرج آزمایشگاهی,بورت
6828,پیشامد,رویکرد
6829,گل یقه نشین,آهار
6830,چاشنی سالاد,سس
6831,بی درنگ سخن گفتن,بداهه
6832,جان و زندگی,زی
6833,خوشامدگویی,تعارف
6836,بلندترین قله دنیا,اورست
6837,خوشه انگور نارسیده,غاش
6838,سردوشی افسری,اپل
6839,توانایی و استطاعت,وسع
6840,آن چه به عنوان یادگار و یادبود باشد,یادگاری
6841,از انواع مسلسل,یوزی
6843,پاسخ بی ادبانه,ها
6844,جلال و شکوه,ابهت
6845,پیروی کردن,ردف
6846,مقابل پسر,دختر
6848,مقابل پود,تار
6849,وسیله رفت و روب,جارو
6850,جستن گلوله,هک
6851,نگهبان دین,اراد
6852,پارسای دیرنشین,راهب
6853,ادب آموخته,فرهیخته
6854,همراه ناز,ادا
6857,خستگی ناپذیر,نستوه
6858,قرضی,عاریه
6859,بازارچه‌ای قدیمی در قم,ننه عباس
6860,مشهور,اسمی
6862,نت چهارم موسیقی,فا
6864,امیدواری,رجا
6866,نام پهلوانی ایرانی در سپاه رستم پهلوان شاهنامه,فروهل
6870,روزگاری جای تاکسی بود,درشکه
6874,رودی در ویتنام,مکونگ
6876,زخم,ریش
6878,مشک آب,خی
6880,طناب صیاد,کمند
6881,شخصی که در فن یا صنعتی دارای تخصص و تجربه علمی باشد,تکنیسین
6882,یاغی و سرکش,نافرمان
6884,بافنده,نساج
6888,لگام اسب,افسار
6890,نقص,عیب
6891,يکي از سي لحن باربد,رامش جان
6894,رنجبر و  زحمتکش,کارگر
6896,آتیه,آینده
6899,مصرف ریواس برای مبتلایان به آن خطرناک است,سنگ کلیه
6900,اصطلاحی در آشپزی,دم کشیدن
6901,از روش های تمرکز حواس,مدیتیشن
6902,پرسش و سؤال,استفهام
6903,از اناجیل معتبر,متی
6905,بدهکار و مقروض,وامی
6908,دشمنی,کینه
6909,پشم نرم,کرک
6910,دانشمندان,علما
6913,نوعی ظرف آشپزخانه,نچسب
6915,ضایع و بیهوده,یاب
6916,آزرده خاطر کردن,رنجاندن
6917,از غده‌های بدن,تیروئید
6919,تعبیر کردن سخن یا خواب,عبارت
6921,کشوری در اروپا,لتونی
6923,زیاد نیست,کم
6926,اسب اصیل و نجیب,یکران
6928,ناگهان خودمانی,یهو
6931,جهانگرد ایران شناس فرانسوی در روزگار صفویان,شاردن
6933,معادل فارسی اندکس,نمایه
6934,سد,آب‌بند
6935,نام دیگر بیماری گرمسیری,استوایی
6938,برق غیرفاز,نول
6939,نارگيل,رانج
6943,عملی در ریاضی,ضرب
6944,ترازو,مزنا
6947,ملاحت و زیبایی,نماک
6948,رعشه,لرز
6950,غاری در استان‌زنجان,کتله‌خور
6951,بیماری حصبه,تیفویید
6952,انگشت سبابه,اشاره
6955,بی‌دوام,زپرتی
6956,علامت صفت‌عالی,ترین
6957,ویژه و خاص,ضن
6964,نوعی خط باستانی,میخی
6966,ذاتي و سرشتي,ماهوی
6968,حد نصاب ورزشی,رکورد
6969,آغوز,ماک
6970,سر و کله,راس
6971,علامت جذر در ریاضیات,رادیکال
6972,طفل,کودک
6973,طمع,حرص
6974,ایستگاه قطار,گار
6976,صد متر مربع,ار
6977,سنگ قبر,لحد
6979,خویشاوندی,صهر
6980,مرد بی زن,ایم
6981,گلوله پنبه,گاله
6982,عنصر شیمیایی,ید
6983,همسر پادشاه,ملکه
6984,جوز,گردو
6985,واحد پول ترکیه,لیره
6986,خورشید,هور
6987,آغاز شب,مسا
6988,جهد,سعی
6991,کلاه الف,مد
6992,به رو خوابیده,دمر
6994,از خوانندگان موسیقی پاپ,مهیارکاووسی
6996,محل عبور,ممر
6997,آسیب,اک
6998,مساعدت,یاری
6999,از خود راضی,لوس
7000,پرستار کودک,لله
7001,رسوب قنات,لای
7003,بیماری پوستی,سالک
7004,سرپرست اداره,رئیس
7005,بالا رفتن و عروج,صعود
7006,امر به رفتن,رو
7007,دادگر,عادل
7008,مظهر سبکی,کاه
7010,فیلسوف فرانسوی,روسو
7011,ماده گندزدا,کلر
7013,جهت,سو
7014,دورویی,ریا
7015,جایز,روا
7017,از غذاهای شمالی,آلو مسما
7018,تقویت امواج,رله
7019,دوست,یار
7020,گفت و گو,مکالمه
7021,از صور فلکی,حمل
7022,قانون چنگیزی,یاسا
7023,زادگاه حضرت ابراهیم,اور
7025,از نژادهای سفید پوست,روس
7026,کتف و شانه,کول
7028,بزرگ داشتن,اکرام
7029,نام قدیم ساری,سارو
7030,پالایشگاه بدن انسان,کلیه
7032,می دهند تا رسوا کنند,لو
7033,شهر بی دفاع,رم
7035,دارایی کسی,مایملک
7037,یگانه,احد
7039,از لقب های اشرافی انگلیس,ارل
7040,همه مردم,عوام
7041,راز,سر
7042,دستور زبان فرنگی,گرامر
7043,ترس,هراس
7044,شکارچی,صیاد
7045,پیشوند ده تایی,دکا
7046,نمک اسید یدیدریک,یدور
7047,صفت گربه,ملوس
7048,گرد زینتی براق,اکلیل
7049,سخن یاوه,ور
7050,مطلع,اگاه
7051,دشمن,عدو
7052,پایه و اساس,اس
7053,میوه نارس,کال
7054,تله صیاد,دام
7055,زرد کم رنگ,لیمویی
7056,همه,کل
7058,حرف دهان کجی,یی
7059,بلیغ,رسا
7060,شمشیر برنده,صارم
7061,نوعی برنج,صدری
7062,کرم شب تاب,یراعه
7064,مهره دوم گردن,آسه
7065,بانگ درنده,هرا
7066,ناگهان,یهو
7067,حرارت,دما
7068,کرمینه,لارو
7069,بی فایده,هدر
7070,یاررس,مددکار
7071,آخرین‌حاکم آل‌بویه,ملک رحیم
7074,درس نویسندگی,انشا
7075,سوغات اصفهان,گز
7077,شیرزن کربلا,زینب
7078,مخفی شدن,اختفا
7079,خجالتی,کمرو
7081,پیشکش کردن,تقدیم
7084,جمع فلک به معنای آسمان‌ها,افلاک
7085,پایتخت عربستان,ریاض
7089,دندان نیش,نیب
7090,رب‌النوع سومریان,انو
7091,یک نوع قند موجود در خون,دکستروز
7092,یکی از شاخه‌های علم فیزیک,مکانیک
7093,در اداره کار می‌کند,کارمند
7095,شاخه‌ای از علم فلسفه,متافیزیک
7096,امر از کوشیدن,کوش
7097,رقیق تر,ارق
7100,مغرور,ازخودراضی
7101,کنده کاری روی چوب,حک
7104,از پرندگان,سار
7105,برنده نوبل اقتصاد 2013 میلادی,یوگن فاما
7106,فناوری روز دنیا,نانو
7107,از مهمان پذیرایی می‌کند,میزبان
7108,نام قدیم سیستان,نیمروز
7109,پیشوای دوم شیعیان جهان که شهادت ایشان در روز 28 صفر می ‌باشد,امام حسن
7111,از دختران امام‌ حسن(ع),رقیه
7113,از استان ‌های کشور آلبانی,هاس
7114,قشون و سپاه,لشکر
7117,رشته کوهی در آلمان,هارتس
7118,شهرها,مدن
7119,سست و بی ‌حال,لش
7124,رنگ سبز تند,یشمی
7127,شاخه ‌ای از دریا,تنگه
7128,دلمه سیرابی,گیپا
7130,نمک هندی,لن
7133,ستایش,نعت
7136,بد اخمی,ترشرویی
7137,از دختران امام حسن مجتبی(ع),ام‌سلمه
7138,از القاب مبارک امام حسن(ع),کریم اهل بیت
7139,پریشان,مشوش
7140,تعلیمی,آموزشی
7141,امان و پناه,زنهار
7150,فریب و کلک,حقه
7152,یک نوع مدل خودرو,ون
7153,از سیارات منظومه شمسی,نپتون
7154,تاریکی و ظلمات,سیاهی
7155,دریاچه‌ای در روسیه,لادوگا
7156,در توضیح کلام استفاده می‌شود,یعنی
7157,مدت امامت امام حسن مجتبی(ع),نه سال و شش ماه
7158,از القاب مبارک امام حسن(ع),مجتبی
7159,مرکز شهرستان لنجان استان اصفهان,زرین‌شهر
7160,سنگ,حجر
7162,متین و سنگین,موقر
7164,بالانس,تعادل
7165,بی‌موقع و بی‌مورد,نابجا
7168,جوهر خوشنویسی,دوات
7174,سرچشمه,منشا
7176,هم وزن شدن,توازن
7177,سوره 5 قرآن‌مجید,مایده
7182,نکته گیری,عیب جویی
7183,رنج و مشقت,زحمت
7184,مشغول به حل آن می‌باشید,جدول متقاطع
7185,بازگشتن,رجوع
7186,بازیکن تیم ملی مکزیک,کویینو
7187,پارچه‌ طلایی,زری
7190,غذای شب,شام
7192,تباه شدن,ردایت
7193,شهری در روسیه,قازان
7194,پرده توری,شف
7197,غذایی از تخم مرغ,نیمرو
