,text
2400,ولنگار بی قید است.
2401,پلون لوبیای هندی است.
2402,نمک دریاچه‌ای در منطقه کویر مرکزی ایران است.
2403,ریکا پسر مازندرانی است.
2404,کاریز معادل قنات است.
2405,اسقام معادل بیماری‌ها است.
2406,کشمش انگور خشکیده است.
2407,نسیه خرید غیرنقدی است.
2408,شیرزاد کنایه از قوی است.
2409,سوخومی بندری در گرجستان است.
2410,تکدی گدایی کردن است.
2411,پنیرباد از گیاهان دارویی است.
2412,داشت از مراحل زراعت است.
2413,رخت معادل لباس است.
2414,سبب معادل علت‌ و انگیزه است.
2415,صنار صد دینار است.
2416,مشکل گشا نوعی آجیل است.
2417,اسیر معادل دربند و گرفتار است.
2418,تیین ماده‌ای در چای است.
2419,سینا صحرای مصر است.
2420,رونویسی نسخه برداشتن است.
2421,بلبل از پرندگان است.
2422,ویل چاه جهنم است.
2423,ولز کشوری در بریتانیا است.
2424,معاد از اصول دین است.
2425,پدرام معادل خوش و خرم است.
2426,اسکوربورد تابلوی امتیازات است.
2427,آنچه دلپسند نباشد، ناخوشایند است.
2428,یشت بخشی از اوستا است.
2429,کسان معادل اشخاص است.
2430,سنبل گل سفره هفت‌سین است.
2431,صلیب معادل چلیپا است.
2432,تیول قلمرو فرمانروایی است.
2433,من معادل خودم است.
2434,سنگر جان پناه سرباز است.
2435,نینی طفل شیرخوار است.
2436,اوباش یار اراذل! است.
2437,دریاسالار درجه‌ای نظامی بالاتر از دریابان و پایین‌تر از دریابد در نیروی دریایی جمهوری اسلامی ایران است.
2438,دژ برازجان اثر تاریخی استان بوشهر است.
2439,یخ‌زده معادل فارسی فریزری است.
2440,زلزله از بلایای طبیعی است.
2441,بهنوش معادل مطبوع و دلپذیر است.
2442,وارونه معادل معکوس است.
2443,اریب معادل کج و خمیده است.
2444,اره وسیله درودگری است.
2445,داد و ستد معادل خرید و فروش است.
2446,نسرین از گل‌های زیبا است.
2447,ری افزونی برنج پخته است.
2448,شلیته دامن کوتاه چین دار است.
2449,ناز معادل غمزه و عشوه است.
2450,کرک پرز فرش است.
2451,کوی معادل محله و برزن است.
2452,امر معادل دستور و حکم است.
2453,سپردن واگذار کردن است.
2454,می‌علامت فعل استمراری است.
2455,الوار تنه بریده درخت است.
2456,ار مخفف اگر است.
2457,داشبورد صندوق جلوی خودرو است.
2458,کفو معادل نظیر و مانند است.
2459,ابتر معادل ناقص و ناتمام است.
2460,تابناک معادل درخشنده و براق است.
2461,دیروز روز گذشته است.
2462,راستی معادل صداقت و خلوص است.
2463,زوایا معادل گوشه‌ها است.
2464,امداد کمک رسانی است.
2465,لارک از جزایر جنوبی کشورمان است.
2466,کمیابی معادل ندرت و کمی است.
2467,زره لباس رزم است.
2468,شتر حیوان بیابانگرد کینه توز است.
2469,نلک آلوی کوهی است.
2470,ابرو کمان چهره آرا است.
2471,هندسی نوعی نقش قالی است.
2472,سلو تکنوازی در موسیقی است.
2473,هارت و پورت داد و فریاد توخالی است.
2474,دیه خون بها است.
2475,رادار معادل ردیاب است.
2476,هاون از وسایل آشپزخانه است.
2477,کدر معادل تیره و مات است.
2478,نرس سر پرستار است.
2479,نون الفبای خوراکی است.
2480,کنس معادل بخیل و ممسک است.
2481,ویترای نقاشی روی شیشه است.
2482,آفات معادل آسیب‌ها و گزندها است.
2483,شبدیز اسب خسرو پرویز است.
2484,کروکی آدرس ترسیمی است.
2485,هائومیا از سیارات کوتوله است.
2486,ربنا خدای ما است.
2487,جودت نیک بودن، نیکو گشتن است.
2488,جار معادل فریاد است.
2489,اداره محل کار کارمند است.
2490,آزگار معادل تمام و کامل است.
2491,ولوج درآمدن، داخل شدن است.
2492,پیتزا کش لقمه است.
2493,ینگ معادل چاره و علاج است.
2494,ناسا سازمان فضایی است.
2495,تیزی معادل برندگی است.
2496,کردویکن از آبشارهای استان چهارمحال و بختیاری است.
2497,هرمزگان استانی در کشورمان است.
2498,هراسناک وحشت انگیز است.
2499,ابهر شهری در استان‌زنجان است.
2500,دیار معادل سرزمین و وطن است.
2501,نیاسر آبشاری در حومه‌کاشان است.
2502,هم ارز دارای ارزش برابر است.
2503,پتاس جوهر قلیا است.
2504,واج معادل مبهوت و متحیر است.
2505,اروگوئه از کشورهای آمریکایی است.
2506,اتو صاف کننده چروک پارچه است.
2507,وجهه اعتبار، آبرو است.
2508,آلتای رشته‌کوهی در آسیای مرکزی است.
2509,یخدان صندوق قدیمی است.
2510,کروز حالتی از پرواز هواپیما است.
2511,نازک مخالف کلفت است.
2512,آنتروپی، درگاشت، یک خاصیت مقداری در یک سیستم ترمودینامیکی است.
2513,جایگزین معادل جانشین است.
2514,یازدهم شعبان ولادت اوست، حضرت علی اکبر است.
2515,مدیر معادل گرداننده است.
2516,همخوان معادل همکاسه است.
2517,نائین از شهرهای اصفهان است.
2518,بدن جسم انسان غیر از سر است.
2519,طرد دور کردن است.
2520,جلوه معادل نمود است.
2521,بغ معادل بت است.
2522,مداوا معالجه ‌کردن است.
2523,امرود معادل گلابی است.
2524,دا معادل بیماری است.
2525,یک عدد پیشتاز است.
2526,رحمان بخشنده است و از صفات خدا است.
2527,نار معادل آتش است.
2528,دل مخزن اسرار حق است.
2529,هرسین شهری در استان کرمانشاه است.
2530,سریالی از مهدی فخیم زاده، حس سوم است.
2531,پستو صندوق‌خانه کوچک است.
2532,هما نقش ریما رامین‌فر در سریال پایتخت است.
2533,شیی معادل چیز است.
2534,پست مقام اداری است.
2535,سارنگ پادشاه سرزمین آشور است.
2536,لش معادل تن‌پرور است.
2537,ریویرا شهرتفریحی ایتالیا است.
2538,امام حسین (ع)، حضرت علی اکبر (ع) را شبیه‌ترین مردم به پیامبر اکرم معرفی کرده است.
2539,حمام معادل گرمابه است.
2540,مدینه شهر زادگاه حضرت علی اکبر (ع) است.
2541,ضدیت معادل مخالفت است.
2542,داکار پایتخت سنگال است.
2543,مریی قابل مشاهده است.
2544,ری برکت برنج است.
2545,هجا بدگویی شعری است.
2546,رسوا معادل بدنام است.
2547,ترن معادل قطار است.
2548,لوار طولانی‌ترین رود فرانسه است.
2549,سیم رشته فلزی هادی است.
2550,ابوالحسن کنیه مبارک حضرت علی اکبر (ع) است.
2551,شارب معادل سبیل است.
2552,کوبیده شده، لهیده است.
2553,پیرار دوسال پیش است.
2554,یمین سمت راست است.
2555,امام حسین نام پدر حضرت علی اکبر (ع) است.
2556,بم صدای‌ کلفت است.
2557,ناست نوعی تیغ صورت تراشی است.
2558,گزک فرصت و موقعیت مناسب برای انجام کاری است.
2559,طغرل اولین پادشاه سلجوقی است.
2560,سوپ غذای ‌مریض است.
2561,باقر از القاب امام‌پنجم (ع) است.
2562,واردو شهری در نروژ است.
2563,سلیم معادل تندرست و بی‌عیب است.
2564,رنود حیله گران است.
2565,دیپلم مدرک‌ دبیرستان است.
2566,جابر معادل ظالم و جبار است.
2567,کلینکس نام تجاری دستمال کاغذی است.
2568,گردان یک سوم هنگ است.
2569,کفن جامه متوفی است.
2570,شتری برش باریک هندوانه است.
